bill_id,date,chamber,sequence,action
1910868,2025-03-03,House,5,"House Committee Report recommending resolution be adopted by"
1910868,2025-03-18,House,6,"House Committee of the Whole - Passed over and retain a place on the calendar"
1910868,2025-03-19,House,7,"House Committee of the Whole - Be adopted"
1910868,2025-03-19,House,8,"House Emergency Final Action - Not adopted by required 2/3 majority; Yea: 81 Nay: 43"
1911067,2025-01-13,Senate,1,"Senate Prefiled for Introduction on Friday, January 10, 2025"
1911067,2025-01-13,Senate,2,"Senate Introduced"
1911067,2025-01-14,Senate,3,"Senate Referred to Committee on Public Health and Welfare"
1911067,2025-02-04,Senate,4,"Senate Hearing: Tuesday, February 4, 2025, 8:30 AM Room 142-S"
1911266,2025-01-13,House,1,"House Prefiled for Introduction on Friday, January 10, 2025"
1911266,2025-01-13,House,2,"House Introduced"
1911266,2025-01-13,House,3,"House Referred to Committee on Taxation"
1911266,2025-02-05,House,4,"House Hearing: Wednesday, February 5, 2025, 3:30 PM Room 346-S"
1911266,2025-03-14,House,5,"House Committee Report recommending bill be passed as amended by Committee on Taxation"
1911461,2025-01-13,House,1,"House Prefiled for Introduction on Friday, January 10, 2025"
1911461,2025-01-13,House,2,"House Introduced"
1911461,2025-01-13,House,3,"House Referred to Committee on Transportation"
1911658,2025-01-13,House,1,"House Prefiled for Introduction on Friday, January 10, 2025"
1911658,2025-01-13,House,2,"House Introduced"
1911658,2025-01-13,House,3,"House Referred to Committee on Transportation"
1911658,2025-01-15,House,4,"House Withdrawn from Committee on Transportation; Referred to Committee on Taxation"
1911658,2025-01-21,House,5,"House Hearing: Tuesday, January 21, 2025, 3:30 PM Room 346-S"
1911658,2025-01-28,House,6,"House Committee Report recommending bill be passed and placed on Consent Calendar by"
1911658,2025-01-31,House,7,"House Final Action - Passed; Yea: 116 Nay: 1"
1911658,2025-02-03,Senate,8,"Senate Received and Introduced"
1911658,2025-02-04,Senate,9,"Senate Referred to Committee on Assessment and Taxation"
1911658,2025-02-11,Senate,10,"Senate Hearing: Tuesday, February 11, 2025, 9:30 AM Room 548-S"
1911658,2025-03-19,Senate,11,"Senate Committee Report recommending bill be passed as amended by Committee on Assessment and Taxation"
1911658,2025-03-20,Senate,12,"Senate Committee of the Whole - Passed over and retain a place on the calendar"
1911852,2025-01-13,House,1,"House Prefiled for Introduction on Friday, January 10, 2025"
1911852,2025-01-13,House,2,"House Introduced"
1911852,2025-01-13,House,3,"House Referred to Committee on Health and Human Services"
1914823,2025-01-13,Senate,1,"Senate Introduced"
1914823,2025-01-13,Senate,2,"Senate Adopted without roll call"
1914823,2025-01-13,House,3,"House Received and Introduced"
1914823,2025-01-13,House,4,"House Adopted without roll call"
1914823,2025-01-15,Senate,5,"Senate Enrolled and presented to Secretary of State on Wednesday, January 15, 2025"
1915262,2025-01-13,Senate,1,"Senate Introduced"
1915262,2025-01-13,Senate,2,"Senate Adopted without roll call"
1915262,2025-01-15,Senate,3,"Senate Enrolled on Wednesday, January 15, 2025"
1915471,2025-01-13,Senate,1,"Senate Introduced"
1915471,2025-01-13,Senate,2,"Senate Adopted without roll call"
1915471,2025-01-15,Senate,3,"Senate Enrolled on Wednesday, January 15, 2025"
1915684,2025-01-13,Senate,1,"Senate Introduced"
1915684,2025-01-13,Senate,2,"Senate Adopted without roll call"
1915684,2025-01-15,Senate,3,"Senate Enrolled on Wednesday, January 15, 2025"
1916018,2025-01-13,House,1,"House Introduced"
1916018,2025-01-13,House,2,"House Adopted without roll call"
1916018,2025-01-14,Senate,3,"Senate Received and Introduced"
1916018,2025-01-14,Senate,4,"Senate Adopted without roll call"
1916018,2025-01-22,House,5,"House Enrolled and presented to Secretary of State on Wednesday, January 22, 2025"
1916137,2025-01-13,House,1,"House Introduced"
1916137,2025-01-13,House,2,"House Adopted without roll call"
1916137,2025-01-17,House,3,"House Enrolled on Friday, January 17, 2025"
1916254,2025-01-13,House,1,"House Introduced"
1916254,2025-01-13,House,2,"House Adopted without roll call"
1916254,2025-01-17,House,3,"House Enrolled on Friday, January 17, 2025"
1916372,2025-01-13,House,1,"House Introduced"
1916372,2025-01-14,House,2,"House Referred to Committee on Financial Institutions and Pensions"
1916487,2025-01-13,House,1,"House Introduced"
1916487,2025-01-14,House,2,"House Referred to Committee on Appropriations"
1916487,2025-02-04,House,3,"House Hearing: Tuesday, February 4, 2025, 9:00 AM Room 112-N"
1916487,2025-02-17,House,4,"House Committee Report recommending substitute bill be passed by Committee on Appropriations"
1916487,2025-02-18,House,5,"House Committee of the Whole - Passed over and retain a place on the calendar"
1916487,2025-02-18,House,6,"House Committee of the Whole - Committee Report be adopted recommending substitute bill be passed"
1916487,2025-02-18,House,7,"House Committee of the Whole - Motion to Amend - Offered by Representative Fairchild"
1916487,2025-02-18,House,8,"House Committee of the Whole - Amendment by Representative Fairchild was adopted"
1916487,2025-02-18,House,9,"House Committee of the Whole - Motion to Amend - Offered by Representative Hoye"
1916487,2025-02-18,House,10,"House Committee of the Whole - Amendment by Representative Hoye was rejected"
1916487,2025-02-18,House,11,"House Committee of the Whole - Motion to Amend - Offered by Representative Carr"
1916487,2025-02-18,House,12,"House Committee of the Whole - Amendment by Representative Carr was rejected"
1916487,2025-02-18,House,13,"House Committee of the Whole - Motion to Amend - Offered by Representative Wikle"
1916487,2025-02-18,House,14,"House Representative Hoheisel challenged the amendment under the Pay-Go provision of House Rule 2110. The amendment was ruled to be in order."
1916487,2025-02-18,House,15,"House Committee of the Whole - Amendment by Representative Wikle was rejected Yea: 34 Nay: 82"
1916487,2025-02-18,House,16,"House Committee of the Whole - Motion to Amend - Offered by Representative Williams, K."
1916487,2025-02-18,House,17,"House Committee of the Whole - Amendment by Representative Williams, K. was adopted"
1916487,2025-02-18,House,18,"House Committee of the Whole - Motion to Amend - Offered by Representative Ousley"
1916487,2025-02-18,House,19,"House Committee of the Whole - Amendment by Representative Ousley was rejected Yea: 40 Nay: 76"
1916487,2025-02-18,House,20,"House Committee of the Whole - Substitute bill be passed as amended"
1916487,2025-02-19,House,21,"House Final Action - Substitute passed as amended; Yea: 83 Nay: 36"
1916487,2025-02-19,Senate,22,"Senate Received and Introduced"
1916487,2025-02-19,House,23,"House Engrossed on Wednesday, February 19, 2025"
1916487,2025-02-20,Senate,24,"Senate Referred to Committee on Ways and Means"
1916487,2025-03-10,Senate,25,"Senate Hearing: Monday, March 10, 2025, 10:30 AM Room 548-S"
1916487,2025-03-11,Senate,26,"Senate Hearing continuation: Tuesday, March 11, 2025, 10:30 AM Room 548-S"
1916487,2025-03-12,Senate,27,"Senate Hearing continuation: Wednesday, March 12, 2025, 10:30 AM Room 548-S"
1916487,2025-03-13,Senate,28,"Senate Hearing continuation: Thursday, March 13, 2025, 10:30 AM Room 548-S"
1916487,2025-03-17,Senate,29,"Senate Committee Report recommending substitute bill be passed by Committee on Ways and Means"
1916487,2025-03-18,Senate,30,"Senate Committee of the Whole - Committee Report be adopted recommending substitute bill be passed"
1916487,2025-03-18,Senate,31,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Blew"
1916487,2025-03-18,Senate,32,"Senate Committee of the Whole - Amendment by Senator Blew was adopted"
1916487,2025-03-18,Senate,33,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Blew"
1916487,2025-03-18,Senate,34,"Senate Committee of the Whole - Amendment by Senator Blew was rejected"
1916487,2025-03-18,Senate,35,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Pettey"
1916487,2025-03-18,Senate,36,"Senate Committee of the Whole - Amendment by Senator Pettey was rejected Yea: 11 Nay: 29"
1916487,2025-03-18,Senate,37,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Corson"
1916487,2025-03-18,Senate,38,"Senate Committee of the Whole - Amendment by Senator Corson was rejected Yea: 10 Nay: 30"
1916487,2025-03-18,Senate,39,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Shallenburger"
1916487,2025-03-18,Senate,40,"Senate Committee of the Whole - Amendment by Senator Shallenburger was adopted"
1916487,2025-03-18,Senate,41,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Shallenburger"
1916487,2025-03-18,Senate,42,"Senate Committee of the Whole - Amendment by Senator Shallenburger was adopted"
1916487,2025-03-18,Senate,43,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Holscher"
1916487,2025-03-18,Senate,44,"Senate Committee of the Whole - Amendment by Senator Holscher was rejected Yea: 9 Nay: 29"
1916487,2025-03-18,Senate,45,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Sykes"
1916487,2025-03-18,Senate,46,"Senate Committee of the Whole - Amendment by Senator Sykes was rejected Yea: 12 Nay: 26"
1916487,2025-03-18,Senate,47,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Dietrich"
1916487,2025-03-18,Senate,48,"Senate Committee of the Whole - Amendment by Senator Dietrich was adopted"
1916487,2025-03-18,Senate,49,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Shane"
1916487,2025-03-18,Senate,50,"Senate Committee of the Whole - Amendment by Senator Shane was withdrawn"
1916487,2025-03-18,Senate,51,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Francisco"
1916487,2025-03-18,Senate,52,"Senate Committee of the Whole - Amendment by Senator Francisco was rejected"
1916487,2025-03-18,Senate,53,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Francisco"
1916487,2025-03-18,Senate,54,"Senate Committee of the Whole - Amendment by Senator Francisco was adopted"
1916487,2025-03-18,Senate,55,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Francisco"
1916487,2025-03-18,Senate,56,"Senate Committee of the Whole - Amendment by Senator Francisco was rejected"
1916487,2025-03-18,Senate,57,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Francisco"
1916487,2025-03-18,Senate,58,"Senate Committee of the Whole - Amendment by Senator Francisco was adopted"
1916487,2025-03-18,Senate,59,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Francisco"
1916487,2025-03-18,Senate,60,"Senate Committee of the Whole - Amendment by Senator Francisco was rejected"
1916487,2025-03-18,Senate,61,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Shane"
1916487,2025-03-18,Senate,62,"Senate Committee of the Whole - Amendment by Senator Shane was adopted"
1916487,2025-03-18,Senate,63,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Tyson"
1916487,2025-03-18,Senate,64,"Senate Committee of the Whole - Amendment by Senator Tyson was adopted"
1916487,2025-03-18,Senate,65,"Senate Committee of the Whole - Substitute bill be passed as amended"
1916487,2025-03-18,Senate,66,"Senate Emergency Final Action - Substitute passed as amended; Yea: 27 Nay: 13"
1916487,2025-03-20,House,67,"House Nonconcurred with amendments; Conference Committee requested; appointed Representative Waymaster , Representative Williams, K. and Representative Ballard as conferees"
1916487,2025-03-20,Senate,68,"Senate Motion to accede adopted; Senator Billinger, Senator Claeys, J.R. and Senator Pettey appointed as conferees"
1916487,2025-04-11,Senate,69,"Senate Conference committee report now available"
1916487,2025-04-11,Senate,70,"Senate Motion to suspend Joint Rule 4 (k) to allow consideration adopted;"
1916487,2025-04-11,Senate,71,"Senate Conference Committee Report was adopted; Yea: 40 Nay: 0"
1916487,2025-04-11,House,72,"House Motion to suspend Joint Rule 4 (k) to allow consideration adopted;"
1916487,2025-04-11,House,73,"House Conference Committee Report was adopted; Yea: 121 Nay: 0"
1916487,2025-04-11,House,74,"House Engrossed on Monday, April 14, 2025"
1916487,2025-04-11,House,75,"House Enrolled and presented to Governor on Friday, April 18, 2025"
1916487,2025-04-11,House,76,"House Approved by Governor on Thursday, April 24, 2025"
1916601,2025-01-13,House,1,"House Introduced"
1916601,2025-01-13,House,2,"House Adopted without roll call"
1916601,2025-01-17,House,3,"House Enrolled on Friday, January 17, 2025"
1917644,2025-01-14,House,1,"House Referred to Committee on Financial Institutions and Pensions"
1917644,2025-01-13,House,2,"House Introduced"
1917650,2025-01-14,Senate,1,"Senate Introduced"
1917650,2025-01-15,Senate,2,"Senate Referred to Committee on Local Government, Transparency and Ethics"
1917650,2025-01-28,Senate,3,"Senate Hearing: Tuesday, January 28, 2025, 9:30 AM Room 142-S"
1917650,2025-02-05,Senate,4,"Senate Committee Report recommending bill be passed by Committee on Local Government, Transparency and Ethics"
1917650,2025-02-11,Senate,5,"Senate Committee of the Whole - Be passed"
1917650,2025-02-11,Senate,6,"Senate Emergency Final Action - Passed; Yea: 39 Nay: 0"
1917650,2025-02-13,House,7,"House Received and Introduced"
1917650,2025-02-13,House,8,"House Referred to Committee on Local Government"
1917650,2025-03-03,House,9,"House Hearing: Monday, March 3, 2025, 9:00 AM Room 281-N"
1917650,2025-03-03,House,10,"House Committee Report recommending bill be passed by Committee on Local Government"
1917650,2025-03-07,House,11,"House Committee of the Whole - Be passed"
1917650,2025-03-07,House,12,"House Emergency Final Action - Passed; Yea: 116 Nay: 5"
1917650,2025-03-14,Senate,13,"Senate Enrolled and presented to Governor on Friday, March 14, 2025"
1917650,2025-03-24,Senate,14,"Senate Approved by Governor on Friday, March 21, 2025"
1917812,2025-01-14,Senate,1,"Senate Introduced"
1917812,2025-01-15,Senate,2,"Senate Referred to Committee on Federal and State Affairs"
1917812,2025-01-29,Senate,3,"Senate Committee Report recommending bill be passed by Committee on Federal and State Affairs"
1917812,2025-02-04,Senate,4,"Senate Committee of the Whole - Be passed"
1917812,2025-02-05,Senate,5,"Senate Final Action - Passed; Yea: 29 Nay: 10"
1917812,2025-02-06,House,6,"House Received and Introduced"
1917812,2025-02-06,House,7,"House Referred to Committee on Elections"
1917812,2025-02-27,House,8,"House Hearing: Thursday, February 27, 2025, 3:30 PM Room 218-N"
1917812,2025-03-07,House,9,"House Committee Report recommending bill be passed as amended by Committee on Elections"
1917812,2025-03-13,House,10,"House Committee of the Whole - Committee Report be adopted"
1917812,2025-03-13,House,11,"House Committee of the Whole - Be passed as amended"
1917812,2025-03-13,House,12,"House Emergency Final Action - Passed as amended; Yea: 86 Nay: 37"
1917812,2025-03-17,Senate,13,"Senate Concurred with amendments; Yea: 30 Nay: 10"
1917812,2025-03-21,Senate,14,"Senate Enrolled and presented to Governor on Friday, March 21, 2025"
1917812,2025-04-10,Senate,15,"Senate Approved by Governor on Wednesday, March 26, 2025"
1917982,2025-01-14,Senate,1,"Senate Introduced"
1917982,2025-01-15,Senate,2,"Senate Referred to Committee on Federal and State Affairs"
1917982,2025-01-24,Senate,3,"Senate Committee Report recommending resolution be adopted as amended by Committee on Federal and State Affairs"
1917982,2025-01-29,Senate,4,"Senate Motion to advance to EFA, subject to amendment, debate and roll call. Motion carried."
1917982,2025-01-29,Senate,5,"Senate Committee of the Whole - Committee Report be adopted"
1917982,2025-01-29,Senate,6,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Thompson"
1917982,2025-01-29,Senate,7,"Senate Committee of the Whole - Amendment by Senator Thompson was adopted"
1917982,2025-01-29,Senate,8,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Schmidt"
1917982,2025-01-29,Senate,9,"Senate Senator Thompson raised a question of germaneness. The amendment was ruled not germane. Yea: 31 Nay: 9"
1917982,2025-01-29,Senate,10,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Francisco"
1917982,2025-01-29,Senate,11,"Senate Committee of the Whole - Amendment by Senator Francisco was rejected Yea: 9 Nay: 31"
1917982,2025-01-29,Senate,12,"Senate Emergency Final Action - Adopted as amended; Yea: 31 Nay: 9"
1917982,2025-01-31,House,13,"House Received and Introduced"
1917982,2025-01-31,House,14,"House Referred to Committee on Federal and State Affairs"
1917982,2025-02-13,House,15,"House Hearing: Thursday, February 13, 2025, 9:00 AM Room 346-S"
1917982,2025-02-17,House,16,"House Committee Report recommending resolution be adopted by"
1917982,2025-02-20,House,17,"House Committee of the Whole - Passed over and retain a place on the calendar"
1917982,2025-03-20,House,18,"House Committee of the Whole - Be adopted"
1917982,2025-03-20,House,19,"House Emergency Final Action - Adopted; Yea: 82 Nay: 35"
1917982,2025-04-10,Senate,20,"Senate Enrolled and presented to Secretary of State on Friday, April 4, 2025"
1918152,2025-01-14,Senate,1,"Senate Introduced"
1918152,2025-01-15,Senate,2,"Senate Referred to Committee on Federal and State Affairs"
1918152,2025-01-29,Senate,3,"Senate Committee Report recommending bill be passed by Committee on Federal and State Affairs"
1918152,2025-02-11,Senate,4,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Francisco"
1918152,2025-02-11,Senate,5,"Senate Committee of the Whole - Amendment by Senator Francisco was adopted"
1918152,2025-02-11,Senate,6,"Senate Committee of the Whole - Be passed as amended"
1918152,2025-02-11,Senate,7,"Senate Emergency Final Action - Passed as amended; Yea: 33 Nay: 6"
1918152,2025-02-13,House,8,"House Received and Introduced"
1918152,2025-02-13,House,9,"House Referred to Committee on Elections"
1918152,2025-02-25,House,10,"House Hearing: Tuesday, February 25, 2025, 3:30 PM Room 218-N"
1918152,2025-03-07,House,11,"House Committee Report recommending bill be passed as amended by Committee on Elections"
1918152,2025-03-13,House,12,"House Committee of the Whole - Committee Report be adopted"
1918152,2025-03-13,House,13,"House Committee of the Whole - Be passed as amended"
1918152,2025-03-13,House,14,"House Emergency Final Action - Passed as amended; Yea: 86 Nay: 37"
1918152,2025-03-17,Senate,15,"Senate Concurred with amendments; Yea: 32 Nay: 8"
1918152,2025-03-21,Senate,16,"Senate Enrolled and presented to Governor on Friday, March 21, 2025"
1918152,2025-04-10,Senate,17,"Senate Vetoed by Governor; Returned to Senate on Wednesday, March 26, 2025"
1918152,2025-04-10,Senate,18,"Senate Motion to override veto prevailed; Yea: 31 Nay: 9"
1918152,2025-04-10,House,19,"House Motion to override veto prevailed; Yea: 87 Nay: 37"
1918320,2025-01-14,Senate,1,"Senate Introduced"
1918320,2025-01-15,Senate,2,"Senate Referred to Committee on Federal and State Affairs"
1918320,2025-01-22,Senate,3,"Senate Hearing: Wednesday, January 22, 2025, 10:30 AM Room 144-S"
1918320,2025-01-23,Senate,4,"Senate Committee Report recommending bill be passed by Committee on Federal and State Affairs"
1918320,2025-02-04,Senate,5,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Faust Goudeau"
1918320,2025-02-04,Senate,6,"Senate Committee of the Whole - Amendment by Senator Faust Goudeau was rejected"
1918320,2025-02-04,Senate,7,"Senate Committee of the Whole - Be passed"
1918320,2025-02-05,Senate,8,"Senate Final Action - Passed; Yea: 29 Nay: 10"
1918320,2025-02-06,House,9,"House Received and Introduced"
1918320,2025-02-06,House,10,"House Referred to Committee on Elections"
1918320,2025-02-11,House,11,"House Hearing: Tuesday, February 11, 2025, 3:30 PM Room 218-N"
1918320,2025-02-14,House,12,"House Committee Report recommending bill be passed as amended by Committee on Elections"
1918320,2025-02-27,House,13,"House Committee of the Whole - Committee Report be adopted"
1918320,2025-02-27,House,14,"House Committee of the Whole - Motion to Amend - Offered by Representative Simmons"
1918320,2025-02-27,House,15,"House Representative Proctor raised a question of germaneness. The amendment was ruled not germane."
1918320,2025-02-27,House,16,"House Committee of the Whole - Motion to Amend - Offered by Representative Miller"
1918320,2025-02-27,House,17,"House Committee of the Whole - Amendment by Representative Miller was rejected Yea: 35 Nay: 84"
1918320,2025-02-27,House,18,"House Committee of the Whole - Motion to Amend - Offered by Representative Meyer"
1918320,2025-02-27,House,19,"House Committee of the Whole - Amendment by Representative Meyer was rejected Yea: 36 Nay: 83"
1918320,2025-02-27,House,20,"House Committee of the Whole - Motion to Amend - Offered by Representative Haskins"
1918320,2025-02-27,House,21,"House Representative Penn raised a question of germaneness. The amendment was ruled not germane."
1918320,2025-02-27,House,22,"House Committee of the Whole - Be passed as amended"
1918320,2025-02-27,House,23,"House Emergency Final Action - Passed as amended; Yea: 80 Nay: 39"
1918320,2025-02-27,Senate,24,"Senate Nonconcurred with amendments; Conference Committee requested; appointed Senator Thompson , Senator Blew and Senator Faust Goudeau as conferees"
1918320,2025-03-03,House,25,"House Motion to accede adopted; Representative Proctor, Representative Waggoner and Representative Haskins appointed as conferees"
1918320,2025-03-06,Senate,26,"Senate Concurred with amendments in conference; Yea: 30 Nay: 10"
1918320,2025-03-14,Senate,27,"Senate Enrolled and presented to Governor on Friday, March 14, 2025"
1918320,2025-03-24,Senate,28,"Senate Vetoed by Governor; Returned to Senate on Monday, March 24, 2025"
1918320,2025-03-25,Senate,29,"Senate Motion to override veto prevailed; Yea: 30 Nay: 10"
1918320,2025-03-25,House,30,"House Motion to override veto prevailed; Yea: 84 Nay: 41"
1919341,2025-01-15,Senate,1,"Senate Introduced"
1919341,2025-01-16,Senate,2,"Senate Referred to Committee on Public Health and Welfare"
1919341,2025-01-16,Senate,3,"Senate Withdrawn from Committee on Public Health and Welfare; Referred to Committee on Utilities"
1919387,2025-01-15,Senate,1,"Senate Introduced"
1919387,2025-01-15,Senate,2,"Senate Referred to Committee on Assessment and Taxation"
1919387,2025-01-16,Senate,3,"Senate Hearing: Thursday, January 16, 2025, 9:30 AM Room 548-S"
1919387,2025-01-23,Senate,4,"Senate Committee Report recommending resolution be adopted as amended by Committee on Assessment and Taxation"
1919387,2025-02-05,Senate,5,"Senate Committee of the Whole - Committee Report be adopted"
1919387,2025-02-05,Senate,6,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Alley"
1919387,2025-02-05,Senate,7,"Senate Committee of the Whole - Amendment by Senator Alley was adopted"
1919387,2025-02-05,Senate,8,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Owens"
1919387,2025-02-05,Senate,9,"Senate Committee of the Whole - Amendment by Senator Owens was rejected"
1919387,2025-02-05,Senate,10,"Senate Committee of the Whole - Be adopted as further amended"
1919387,2025-02-06,Senate,11,"Senate Final Action - Adopted as amended by required 2/3 Majority; Yea: 28 Nay: 11"
1919387,2025-02-11,House,12,"House Received and Introduced"
1919387,2025-02-11,House,13,"House Referred to Committee on Taxation"
1919387,2025-04-11,House,14,"House Committee Report recommending resolution be adopted as amended by Committee on Taxation"
1919440,2025-01-15,House,1,"House Introduced"
1919440,2025-01-15,House,2,"House Referred to Committee on Health and Human Services"
1919440,2025-02-18,House,3,"House Withdrawn from Committee on Health and Human Services; Referred to Committee on Interstate Cooperation"
1919440,2025-02-27,House,4,"House Withdrawn from Committee on Interstate Cooperation; Rereferred to Committee on Health and Human Services"
1919440,2025-03-10,House,5,"House Withdrawn from Committee on Health and Human Services; Rereferred to Committee on Interstate Cooperation"
1919494,2025-01-15,Senate,1,"Senate Introduced"
1919494,2025-01-16,Senate,2,"Senate Referred to Committee on Transportation"
1919494,2025-01-23,Senate,3,"Senate Hearing: Thursday, January 23, 2025, 8:30 AM Room 546-S"
1919494,2025-01-28,Senate,4,"Senate Committee Report recommending bill be passed and placed on Consent Calendar by"
1919494,2025-02-06,Senate,5,"Senate Consent Calendar Passed Yea: 39 Nay: 0"
1919494,2025-02-07,House,6,"House Received and Introduced"
1919494,2025-02-07,House,7,"House Referred to Committee on Transportation"
1919494,2025-02-27,House,8,"House Hearing: Thursday, February 27, 2025, 1:30 PM Room 582-N"
1919494,2025-03-05,House,9,"House Committee Report recommending bill be passed and placed on Consent Calendar by"
1919494,2025-03-10,House,10,"House Final Action - Passed; Yea: 119 Nay: 0"
1919494,2025-03-14,Senate,11,"Senate Enrolled and presented to Governor on Friday, March 14, 2025"
1919494,2025-03-24,Senate,12,"Senate Approved by Governor on Friday, March 21, 2025"
1919551,2025-01-15,House,1,"House Introduced"
1919551,2025-01-15,House,2,"House Referred to Committee on Taxation"
1919606,2025-01-15,House,1,"House Introduced"
1919606,2025-01-15,House,2,"House Referred to Committee on Taxation"
1919606,2025-01-29,House,3,"House Hearing: Wednesday, January 29, 2025, 3:30 PM Room 346-S"
1919606,2025-03-17,House,4,"House Committee Report recommending bill be passed as amended by Committee on Taxation"
1919657,2025-01-15,Senate,1,"Senate Introduced"
1919657,2025-01-16,Senate,2,"Senate Referred to Committee on Assessment and Taxation"
1919657,2025-01-21,Senate,3,"Senate Hearing: Tuesday, January 21, 2025, 9:30 AM Room 548-S"
1919657,2025-01-23,Senate,4,"Senate Committee Report recommending bill be passed as amended by Committee on Assessment and Taxation"
1919657,2025-01-28,Senate,5,"Senate Committee of the Whole - Committee Report be adopted"
1919657,2025-01-28,Senate,6,"Senate Committee of the Whole - Motion to Amend - Offered by Senator Francisco"
1919657,2025-01-28,Senate,7,"Senate Committee of the Whole - Amendment by Senator Francisco was rejected Yea: 11 Nay: 25"
1919657,2025-01-28,Senate,8,"Senate Committee of the Whole - Be passed as amended"
1919657,2025-01-29,Senate,9,"Senate Final Action - Passed as amended; Yea: 37 Nay: 3"
1919657,2025-01-30,House,10,"House Received and Introduced"
1919657,2025-01-30,House,11,"House Referred to Committee on Taxation"
1919657,2025-02-10,House,12,"House Hearing: Monday, February 10, 2025, 3:30 PM Room 346-S"
1919657,2025-03-12,House,13,"House Committee Report recommending bill be passed as amended by Committee on Taxation"
