bill_id,date,chamber,sequence,action
1893348,2025-03-27,Assembly,8,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 18. Noes 0.) (March 26). Re-referred to Com. on APPR."
1893348,2025-04-30,Assembly,9,"In committee: Set, first hearing. Referred to suspense file."
1893349,2024-12-02,Assembly,1,"Read first time. To print."
1893349,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893349,2025-02-03,Assembly,3,"Referred to Coms. on W. P., & W. and NAT. RES."
1893349,2025-03-13,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on W. P., & W. Read second time and amended."
1893349,2025-03-17,Assembly,5,"Re-referred to Com. on W. P., & W."
1893349,2025-03-25,Assembly,6,"From committee: Do pass and re-refer to Com. on NAT. RES. with recommendation: To Consent Calendar. (Ayes 13. Noes 0.) (March 25). Re-referred to Com. on NAT. RES."
1893349,2025-04-08,Assembly,7,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 14. Noes 0.) (April 7). Re-referred to Com. on APPR."
1893349,2025-04-23,Assembly,8,"From committee: Do pass. To Consent Calendar. (Ayes 15. Noes 0.) (April 23)."
1893349,2025-04-24,Assembly,9,"Read second time. Ordered to Consent Calendar."
1893349,2025-05-01,Assembly,10,"Read third time. Passed. Ordered to the Senate. (Ayes 76. Noes 0.)"
1893349,2025-05-01,Senate,11,"In Senate. Read first time. To Com. on RLS. for assignment."
1893350,2024-12-02,Assembly,1,"Read first time. To print."
1893350,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893350,2025-02-03,Assembly,3,"Referred to Coms. on PUB. S. and JUD."
1893350,2025-02-24,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on PUB. S. Read second time and amended."
1893350,2025-02-25,Assembly,5,"Re-referred to Com. on PUB. S."
1893350,2025-03-04,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 0.) (March 4). Re-referred to Com. on APPR."
1893350,2025-04-09,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1893351,2024-12-02,Assembly,1,"Read first time. To print."
1893351,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893351,2025-02-03,Assembly,3,"Referred to Com. on ELECTIONS."
1893351,2025-04-10,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (April 9)."
1893351,2025-04-21,Assembly,5,"Read second time and amended."
1893351,2025-04-22,Assembly,6,"Re-referred to Com. on APPR."
1893351,2025-04-24,Assembly,7,"Withdrawn from committee."
1893351,2025-04-24,Assembly,8,"Ordered to second reading."
1893351,2025-04-28,Assembly,9,"Read second time. Ordered to third reading."
1893351,2025-05-05,Assembly,10,"Read third time. Passed. Ordered to the Senate."
1893351,2025-05-05,Assembly,11,"Read third time. Passed. Ordered to the Senate. (Ayes 75. Noes 0.)"
1893351,2025-05-06,Senate,12,"In Senate. Read first time. To Com. on RLS. for assignment."
1893352,2024-12-02,Assembly,1,"Read first time. To print."
1893352,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893352,2025-02-03,Assembly,3,"Referred to Com. on ELECTIONS."
1893352,2025-02-20,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on ELECTIONS. Read second time and amended."
1893352,2025-02-21,Assembly,5,"Re-referred to Com. on ELECTIONS."
1893352,2025-03-26,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 7. Noes 0.) (March 26). Re-referred to Com. on APPR."
1893352,2025-04-09,Assembly,7,"From committee: Do pass. To Consent Calendar. (Ayes 14. Noes 0.) (April 9)."
1893352,2025-04-10,Assembly,8,"Read second time. Ordered to Consent Calendar."
1893352,2025-04-24,Assembly,9,"Read third time. Passed. Ordered to the Senate. (Ayes 75. Noes 0.)"
1893352,2025-04-24,Senate,10,"In Senate. Read first time. To Com. on RLS. for assignment."
1893352,2025-05-07,Senate,11,"Referred to Com. on E. & C.A."
1893353,2024-12-02,Assembly,1,"Read first time. To print."
1893353,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893354,2024-12-02,Assembly,1,"Read first time. To print."
1893354,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893354,2025-03-28,Assembly,3,"Referred to Coms. on REV. & TAX. and ED."
1893354,2025-03-28,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on REV. & TAX. Read second time and amended."
1893354,2025-04-01,Assembly,5,"Re-referred to Com. on REV. & TAX."
1893354,2025-04-21,Assembly,6,"In committee: Set, first hearing. Referred to suspense file."
1893354,2025-04-28,Assembly,7,"In committee: Set, second hearing. Held under submission."
1893355,2024-12-02,Assembly,1,"Read first time. To print."
1893355,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893355,2025-03-17,Assembly,3,"Referred to Coms. on P. & C.P. and JUD."
1893355,2025-03-17,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on P. & C.P. Read second time and amended."
1893355,2025-03-18,Assembly,5,"Re-referred to Com. on P. & C.P."
1893355,2025-04-02,Assembly,6,"From committee: Amend, and do pass as amended and re-refer to Com. on JUD. (Ayes 9. Noes 0.) (April 1)."
1893355,2025-04-03,Assembly,7,"Read second time and amended."
1893355,2025-04-07,Assembly,8,"Re-referred to Com. on JUD."
1893355,2025-04-08,Assembly,9,"Coauthors revised."
1893355,2025-04-08,Assembly,10,"From committee: Do pass. (Ayes 9. Noes 0.) (April 8)."
1893355,2025-04-09,Assembly,11,"Read second time. Ordered to third reading."
1893356,2024-12-02,Assembly,1,"Read first time. To print."
1893356,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893356,2025-03-24,Assembly,3,"Referred to Coms. on H. & C.D. and HUM. S."
1893356,2025-03-24,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."
1893356,2025-03-25,Assembly,5,"Re-referred to Com. on H. & C.D."
1893356,2025-04-24,Assembly,6,"In committee: Set, first hearing. Failed passage."
1893357,2024-12-02,Assembly,1,"Read first time. To print."
1893357,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893357,2025-03-24,Assembly,3,"Referred to Coms. on H. & C.D. and JUD."
1893357,2025-03-24,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."
1893357,2025-03-25,Assembly,5,"Re-referred to Com. on H. & C.D."
1893357,2025-04-24,Assembly,6,"In committee: Set, first hearing. Failed passage."
1893357,2025-04-24,Assembly,7,"In committee: Reconsideration refused."
1893357,2025-04-28,Assembly,8,"From committee: Without further action pursuant to Joint Rule 62(a)."
1893358,2024-12-02,Assembly,1,"Read first time. To print."
1893358,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893358,2025-03-24,Assembly,3,"Referred to Com. on PUB. S."
1893358,2025-03-24,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on PUB. S. Read second time and amended."
1893358,2025-03-25,Assembly,5,"Re-referred to Com. on PUB. S."
1893358,2025-04-01,Assembly,6,"From committee chair, with author's amendments: Amend, and re-refer to Com. on PUB. S. Read second time and amended."
1893358,2025-04-02,Assembly,7,"Re-referred to Com. on PUB. S."
1893358,2025-04-02,Assembly,8,"In committee: Hearing postponed by committee."
1893358,2025-04-22,Assembly,9,"In committee: Set, first hearing. Held without recommendation."
1893359,2024-12-02,Assembly,1,"Read first time. To print."
1893359,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893359,2025-03-24,Assembly,3,"Referred to Coms. on U. & E. and NAT. RES."
1893359,2025-03-25,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended."
1893359,2025-03-26,Assembly,5,"Re-referred to Com. on U. & E."
1893360,2024-12-02,Assembly,1,"Read first time. To print."
1893360,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893360,2025-03-24,Assembly,3,"Referred to Coms. on L. GOV. and TRANS."
1893360,2025-03-24,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. GOV. Read second time and amended."
1893360,2025-03-25,Assembly,5,"Re-referred to Com. on L. GOV."
1893360,2025-04-08,Assembly,6,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. GOV. Read second time and amended."
1893360,2025-04-09,Assembly,7,"Re-referred to Com. on L. GOV."
1893360,2025-04-23,Assembly,8,"In committee: Set, first hearing. Held without recommendation."
1893361,2024-12-02,Assembly,1,"Read first time. To print."
1893361,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893361,2025-02-24,Assembly,3,"Referred to Coms. on ELECTIONS and JUD."
1893361,2025-02-24,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on ELECTIONS. Read second time and amended."
1893361,2025-02-25,Assembly,5,"Re-referred to Com. on ELECTIONS."
1893361,2025-04-09,Assembly,6,"In committee: Set, first hearing. Failed passage."
1893361,2025-04-09,Assembly,7,"In committee: Reconsideration refused."
1893361,2025-04-09,Assembly,8,"From committee: Without further action pursuant to Joint Rule 62(a)."
1893362,2024-12-02,Assembly,1,"Read first time. To print."
1893362,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893363,2024-12-02,Assembly,1,"Read first time. To print."
1893363,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893363,2025-02-03,Assembly,3,"Referred to Com. on REV. & TAX."
1893363,2025-03-03,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on REV. & TAX. Read second time and amended."
1893363,2025-03-04,Assembly,5,"Re-referred to Com. on REV. & TAX."
1893363,2025-03-10,Assembly,6,"In committee: Set, first hearing. Referred to REV. & TAX. suspense file."
1893363,2025-05-06,Assembly,7,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (May 5). Re-referred to Com. on APPR."
1893364,2024-12-02,Assembly,1,"Read first time. To print."
1893364,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893364,2025-03-24,Assembly,3,"Referred to Com. on NAT. RES."
1893364,2025-03-24,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."
1893364,2025-03-25,Assembly,5,"Re-referred to Com. on NAT. RES."
1893364,2025-05-05,Assembly,6,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 11. Noes 3.) (April 28)."
1893364,2025-05-06,Assembly,7,"Read second time and amended."
1893364,2025-05-07,Assembly,8,"Re-referred to Com. on APPR."
1893365,2024-12-02,Assembly,1,"Read first time. To print."
1893365,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893365,2025-02-03,Assembly,3,"Referred to Com. on HEALTH."
1893365,2025-03-19,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HEALTH. Read second time and amended."
1893365,2025-03-20,Assembly,5,"Re-referred to Com. on HEALTH."
1893365,2025-04-02,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 15. Noes 0.) (April 1). Re-referred to Com. on APPR."
1893365,2025-04-23,Assembly,7,"In committee: Set, first hearing. Referred to suspense file."
1893366,2024-12-02,Assembly,1,"Read first time. To print."
1893366,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893366,2025-02-03,Assembly,3,"Referred to Com. on HEALTH."
1893366,2025-03-20,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HEALTH. Read second time and amended."
1893366,2025-03-24,Assembly,5,"Re-referred to Com. on HEALTH."
1893367,2024-12-02,Assembly,1,"Read first time. To print."
1893367,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893367,2025-02-18,Assembly,3,"Referred to Com. on NAT. RES."
1893367,2025-03-04,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."
1893367,2025-03-05,Assembly,5,"Re-referred to Com. on NAT. RES."
1893367,2025-03-25,Assembly,6,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 12. Noes 0.) (March 24)."
1893367,2025-03-26,Assembly,7,"Read second time and amended."
1893367,2025-03-27,Assembly,8,"Re-referred to Com. on APPR."
1893367,2025-04-09,Assembly,9,"In committee: Set, first hearing. Referred to APPR. suspense file."
1893368,2024-12-02,Assembly,1,"Read first time. To print."
1893368,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893368,2025-02-03,Assembly,3,"Referred to Com. on PUB. S."
1893368,2025-03-04,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 9. Noes 0.) (March 4). Re-referred to Com. on APPR."
1893368,2025-04-09,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1893369,2024-12-02,Assembly,1,"Read first time. To print."
1893369,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893369,2025-02-03,Assembly,3,"Referred to Coms. on PUB. S. and TRANS."
1893369,2025-03-04,Assembly,4,"From committee: Do pass and re-refer to Com. on TRANS. with recommendation: To Consent Calendar. (Ayes 9. Noes 0.) (March 4). Re-referred to Com. on TRANS."
1893369,2025-03-25,Assembly,5,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 16. Noes 0.) (March 24). Re-referred to Com. on APPR."
1893369,2025-04-09,Assembly,6,"In committee: Set, first hearing. Referred to APPR. suspense file."
1893370,2024-12-02,Assembly,1,"Read first time. To print."
1893370,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893370,2025-03-03,Assembly,3,"Referred to Com. on TRANS."
1893370,2025-03-04,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."
1893370,2025-03-05,Assembly,5,"Re-referred to Com. on TRANS."
1893370,2025-03-19,Assembly,6,"In committee: Set, first hearing. Hearing canceled at the request of author."
1893370,2025-04-01,Assembly,7,"From committee chair, with author's amendments: Amend, and re-refer to Com. on TRANS. Read second time and amended."
1893370,2025-04-02,Assembly,8,"Re-referred to Com. on TRANS."
1893370,2025-04-22,Assembly,9,"Coauthors revised."
1893370,2025-04-22,Assembly,10,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 12. Noes 2.) (April 21). Re-referred to Com. on APPR."
1893371,2024-12-02,Assembly,1,"Read first time. To print."
1893371,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893371,2025-02-03,Assembly,3,"Referred to Com. on NAT. RES."
1893371,2025-03-13,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."
1893371,2025-03-17,Assembly,5,"Re-referred to Com. on NAT. RES."
1893372,2024-12-02,Assembly,1,"Read first time. To print."
1893372,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893372,2025-02-18,Assembly,3,"Referred to Coms. on NAT. RES. and JUD."
1893372,2025-04-21,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on NAT. RES. Read second time and amended."
1893372,2025-04-22,Assembly,5,"Re-referred to Com. on NAT. RES."
1893373,2024-12-02,Assembly,1,"Read first time. To print."
1893373,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893373,2025-02-03,Assembly,3,"Referred to Coms. on H. & C.D. and L. GOV."
1893373,2025-03-18,Assembly,4,"In committee: Set, first hearing. Hearing canceled at the request of author."
1893373,2025-03-19,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on H. & C.D. Read second time and amended."
1893373,2025-03-20,Assembly,6,"Re-referred to Com. on H. & C.D."
1893373,2025-04-09,Assembly,7,"From committee: Do pass and re-refer to Com. on L. GOV. with recommendation: To Consent Calendar. (Ayes 12. Noes 0.) (April 9). Re-referred to Com. on L. GOV."
1893373,2025-04-23,Assembly,8,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 10. Noes 0.) (April 23). Re-referred to Com. on APPR."
1893373,2025-04-30,Assembly,9,"From committee: Do pass. To Consent Calendar. (Ayes 14. Noes 0.) (April 30)."
1893373,2025-05-01,Assembly,10,"Read second time. Ordered to Consent Calendar."
1893373,2025-05-08,Assembly,11,"Read third time. Passed. Ordered to the Senate. (Ayes 69. Noes 0.)"
1893373,2025-05-08,Senate,12,"In Senate. Read first time. To Com. on RLS. for assignment."
1893374,2024-12-02,Assembly,1,"Read first time. To print."
1893374,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893374,2025-03-13,Assembly,3,"Referred to Com. on L. & E."
1893374,2025-03-13,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. & E. Read second time and amended."
1893374,2025-03-17,Assembly,5,"Re-referred to Com. on L. & E."
1893375,2024-12-02,Assembly,1,"Read first time. To print."
1893375,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893375,2025-02-03,Assembly,3,"Referred to Com. on PUB. S."
1893375,2025-03-20,Assembly,4,"In committee: Set, first hearing. Hearing canceled at the request of author."
1893376,2024-12-02,Assembly,1,"Read first time. To print."
1893376,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893376,2025-02-03,Assembly,3,"Referred to Com. on L. GOV."
1893376,2025-02-25,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on L. GOV. Read second time and amended."
1893376,2025-02-26,Assembly,5,"Re-referred to Com. on L. GOV."
1893376,2025-04-10,Assembly,6,"From committee: Do pass and re-refer to Com. on U. & E. (Ayes 10. Noes 0.) (April 9). Re-referred to Com. on U. & E."
1893376,2025-04-24,Assembly,7,"From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended."
1893376,2025-04-28,Assembly,8,"Re-referred to Com. on U. & E."
1893376,2025-05-01,Assembly,9,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 16. Noes 0.) (April 30). Re-referred to Com. on APPR."
1893377,2024-12-02,Assembly,1,"Read first time. To print."
1893377,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893377,2025-02-03,Assembly,3,"Referred to Com. on HEALTH."
1893377,2025-04-02,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 2.) (April 1). Re-referred to Com. on APPR."
1893377,2025-04-23,Assembly,5,"In committee: Set, first hearing. Referred to suspense file."
1893378,2024-12-02,Assembly,1,"Read first time. To print."
1893378,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893378,2025-02-03,Assembly,3,"Referred to Com. on HEALTH."
1893378,2025-03-05,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HEALTH. Read second time and amended."
1893378,2025-03-06,Assembly,5,"Re-referred to Com. on HEALTH."
1893378,2025-03-26,Assembly,6,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 12. Noes 0.) (March 25). Re-referred to Com. on APPR."
1893378,2025-04-09,Assembly,7,"From committee: Do pass. (Ayes 10. Noes 3.) (April 9)."
1893378,2025-04-10,Assembly,8,"Read second time. Ordered to third reading."
1893378,2025-04-21,Assembly,9,"Read third time. Urgency clause adopted. Passed. Ordered to the Senate. (Ayes 58. Noes 9.)."
1893378,2025-04-21,Senate,10,"In Senate. Read first time. To Com. on RLS. for assignment."
1893378,2025-05-07,Senate,11,"Referred to Com. on HEALTH."
1893379,2024-12-02,Assembly,1,"Read first time. To print."
1893379,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893379,2025-02-18,Assembly,3,"Referred to Com. on NAT. RES."
1893380,2024-12-02,Assembly,1,"Read first time. To print."
1893380,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893380,2025-02-03,Assembly,3,"Referred to Com. on REV. & TAX."
1893380,2025-02-24,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on REV. & TAX. Read second time and amended."
1893380,2025-02-25,Assembly,5,"Re-referred to Com. on REV. & TAX."
1893380,2025-02-27,Assembly,6,"Re-referred to Com. on HUM. S. pursuant to Assembly Rule 96."
1893380,2025-03-26,Assembly,7,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 7. Noes 0.) (March 25). Re-referred to Com. on APPR."
1893380,2025-04-09,Assembly,8,"In committee: Set, first hearing. Referred to APPR. suspense file."
1893381,2024-12-02,Assembly,1,"Read first time. To print."
1893381,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893381,2025-02-03,Assembly,3,"Referred to Com. on NAT. RES."
1893381,2025-03-25,Assembly,4,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 11. Noes 0.) (March 24). Re-referred to Com. on APPR."
1893381,2025-04-09,Assembly,5,"In committee: Set, first hearing. Referred to APPR. suspense file."
1893382,2024-12-02,Assembly,1,"Read first time. To print."
1893382,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893382,2025-03-24,Assembly,3,"Referred to Com. on U. & E."
1893382,2025-03-25,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended."
1893382,2025-03-26,Assembly,5,"Re-referred to Com. on U. & E."
1893382,2025-04-07,Assembly,6,"From committee chair, with author's amendments: Amend, and re-refer to Com. on U. & E. Read second time and amended."
1893382,2025-04-08,Assembly,7,"Re-referred to Com. on U. & E."
1893382,2025-04-24,Assembly,8,"From committee: Do pass and re-refer to Com. on APPR. with recommendation: To Consent Calendar. (Ayes 18. Noes 0.) (April 23). Re-referred to Com. on APPR."
1893383,2024-12-02,Assembly,1,"Read first time. To print."
1893383,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893383,2025-03-28,Assembly,3,"Referred to Coms. on P. & C.P. and JUD."
1893383,2025-03-28,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on P. & C.P. Read second time and amended."
1893383,2025-04-01,Assembly,5,"Re-referred to Com. on P. & C.P."
1893383,2025-04-09,Assembly,6,"From committee chair, with author's amendments: Amend, and re-refer to Com. on P. & C.P. Read second time and amended."
1893383,2025-04-10,Assembly,7,"Re-referred to Com. on P. & C.P."
1893383,2025-04-23,Assembly,8,"Coauthors revised."
1893383,2025-04-23,Assembly,9,"From committee: Do pass and re-refer to Com. on JUD. (Ayes 10. Noes 2.) (April 22). Re-referred to Com. on JUD."
1893383,2025-04-30,Assembly,10,"Coauthors revised."
1893383,2025-04-30,Assembly,11,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 2.) (April 29). Re-referred to Com. on APPR."
1893383,2025-05-07,Assembly,12,"In committee: Set, first hearing. Referred to APPR. suspense file."
1893384,2024-12-02,Assembly,1,"Read first time. To print."
1893384,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893384,2024-12-10,Assembly,3,"Introduced measure version corrected."
1893384,2025-03-10,Assembly,4,"Referred to Com. on PUB. S."
1893384,2025-03-10,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on PUB. S. Read second time and amended."
1893384,2025-03-11,Assembly,6,"Re-referred to Com. on PUB. S."
1893384,2025-05-01,Assembly,7,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 8. Noes 0.) (April 29)."
1893384,2025-05-05,Assembly,8,"Read second time and amended."
1893384,2025-05-06,Assembly,9,"Re-referred to Com. on APPR."
1893385,2024-12-02,Assembly,1,"Read first time. To print."
1893385,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893385,2025-03-24,Assembly,3,"Referred to Com. on PUB. S."
1893385,2025-04-24,Assembly,4,"From committee: Amend, and do pass as amended and re-refer to Com. on APPR. (Ayes 8. Noes 0.) (April 22)."
1893385,2025-04-28,Assembly,5,"Read second time and amended."
1893385,2025-04-29,Assembly,6,"Re-referred to Com. on APPR."
1893385,2025-05-07,Assembly,7,"In committee: Set, first hearing. Referred to APPR. suspense file."
1893386,2024-12-02,Assembly,1,"Read first time. To print."
1893386,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893386,2025-02-18,Assembly,3,"Referred to Coms. on HIGHER ED. and H. & C.D."
1893386,2025-04-10,Assembly,4,"From committee chair, with author's amendments: Amend, and re-refer to Com. on HIGHER ED. Read second time and amended."
1893386,2025-04-21,Assembly,5,"Re-referred to Com. on HIGHER ED."
1893386,2025-04-21,Assembly,6,"Assembly Rule 56 suspended."
1893386,2025-04-21,Assembly,7,"(Pending re-refer to Com. on H. & C. D.)"
1893386,2025-04-23,Assembly,8,"Coauthors revised."
1893386,2025-04-23,Assembly,9,"From committee: Do pass and re-refer to Com. on H. & C.D. (Ayes 6. Noes 2.) (April 22). Re-referred to Com. on H. & C.D."
1893386,2025-05-01,Assembly,10,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 9. Noes 1.) (April 30). Re-referred to Com. on APPR."
1893387,2024-12-02,Assembly,1,"Read first time. To print."
1893387,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893387,2025-03-03,Assembly,3,"Referred to Coms. on ED. and JUD."
1893387,2025-03-18,Assembly,4,"In committee: Set, first hearing. Hearing canceled at the request of author."
1893387,2025-04-02,Assembly,5,"From committee chair, with author's amendments: Amend, and re-refer to Com. on ED. Read second time and amended."
1893387,2025-04-03,Assembly,6,"Re-referred to Com. on ED."
1893387,2025-04-10,Assembly,7,"From committee: Amend, and do pass as amended and re-refer to Com. on JUD. (Ayes 7. Noes 2.) (April 9)."
1893387,2025-04-21,Assembly,8,"Read second time and amended."
1893387,2025-04-22,Assembly,9,"Re-referred to Com. on JUD."
1893387,2025-04-30,Assembly,10,"Coauthors revised."
1893387,2025-04-30,Assembly,11,"From committee: Do pass and re-refer to Com. on APPR. (Ayes 8. Noes 2.) (April 29). Re-referred to Com. on APPR."
1893388,2024-12-02,Assembly,1,"Read first time. To print."
1893388,2024-12-03,Assembly,2,"From printer. May be heard in committee January 2."
1893388,2025-03-10,Assembly,3,"Referred to Com. on ELECTIONS."
